Product,Business Location,Unit Purchase Price,Selling Price,Current stock,Product Type,Category,Brand,Tax,SKU
A37 32/2 Refub Oppo,BEST PRICE SHOP,"KSh 4,100","KSh 4,300",112 pieces,Single,FEATURE PHONES,OPPO,,18634
A37 Itel,BEST PRICE SHOP,"KSh 4,850","KSh 4,900",2 pieces,Single,,,,16919
A37 Oppo,BEST PRICE SHOP,"KSh 8,300","KSh 8,500",0 pieces,Single,,,,17411
A3701 Acefly,BEST PRICE SHOP,KSh 830,KSh 880,-1 pieces,Single,FEATURE PHONES,ACEFLY,,18673
A3702 Acefly.,BEST PRICE SHOP,KSh 830,KSh 880,0 pieces,Single,FEATURE PHONES,ACEFLY,,18672
A38 Oppo 128/4,BEST PRICE SHOP,"KSh 20,300","KSh 20,800",0 pieces,Single,SMART PHONES,OPPO,,27552
A4/A1/A8 Spark Afrina.,BEST PRICE SHOP,"KSh 3,000","KSh 3,200",2 pieces,Single,,,,18139
A415 Cherry,BEST PRICE SHOP,KSh 950,"KSh 1,000",0 pieces,Single,FEATURE PHONES,CHERRY,,22071
A416 Cherry,BEST PRICE SHOP,"KSh 1,050","KSh 1,100",10 pieces,Single,,,,18650
A428 Cherry,BEST PRICE SHOP,"KSh 1,300","KSh 1,350",0 pieces,Single,,,,18626
A44 8/1,CARLCARE,KSh 0,"KSh 6,000",1 pieces,Single,SMART PHONES,ITEL,,23053
A467 Acefly,BEST PRICE SHOP,KSh 780,KSh 830,4 pieces,Single,FEATURE PHONES,ACEFLY,,22065
A5071 Acefly,BEST PRICE SHOP,KSh 740,KSh 790,0 pieces,Single,FEATURE PHONES,ACEFLY,,21511
A5081 Acefly,BEST PRICE SHOP,KSh 740,KSh 790,0 pieces,Single,FEATURE PHONES,ACEFLY,,18696
A510 Cherry,BEST PRICE SHOP,"KSh 1,250","KSh 1,300",1 pieces,Single,,,,18646
A52 Kgtel,BEST PRICE SHOP,"KSh 4,800","KSh 5,000",0 pieces,Single,FEATURE PHONES,KGTEL,,24920
A52[128+6] Samsung,BEST PRICE SHOP,"KSh 37,500","KSh 39,500",0 pieces,Single,,,,17655
A52[128+8] Samsung.,BEST PRICE SHOP,"KSh 35,000","KSh 36,000",0 pieces,Single,,,,17656
A53 5G{128+8} Samsung,BEST PRICE SHOP,"KSh 41,700","KSh 43,000",0 pieces,Single,,,,17851
A54 256/8 Samsung,BEST PRICE SHOP,"KSh 53,000","KSh 55,000",0 pieces,Single,FEATURE PHONES,SAMSUNG,,24621
A55[128+4} Oppo.,BEST PRICE SHOP,"KSh 22,600","KSh 23,000",0 pieces,Single,,,,17941
A56 Kgtel,BEST PRICE SHOP,"KSh 4,800","KSh 5,000",-1 pieces,Single,FEATURE PHONES,KGTEL,,24919
A5606 Acefly.,BEST PRICE SHOP,KSh 820,KSh 870,-7 pieces,Single,FEATURE PHONES,ACEFLY,,18674
A5626 Acefly.,BEST PRICE SHOP,"KSh 1,200","KSh 1,250",0 pieces,Single,FEATURE PHONES,ACEFLY,,18671
A5626i Acefly.,BEST PRICE SHOP,KSh 820,KSh 850,0 pieces,Single,,,,18730
A57 Itel.,BEST PRICE SHOP,"KSh 4,700","KSh 4,800",0 pieces,Single,,,,18586
A57 Oppo,BEST PRICE SHOP,"KSh 9,800","KSh 10,000",0 pieces,Single,,,,17410
A57 Refub Oppo{32+3},BEST PRICE SHOP,"KSh 5,600","KSh 5,800",2 pieces,Single,FEATURE PHONES,OPPO,,18635
A57{64+4} Oppo.,BEST PRICE SHOP,"KSh 20,200","KSh 20,700",0 pieces,Single,,,,18011
A58 Itel,BEST PRICE SHOP,"KSh 7,150","KSh 7,200",0 pieces,Single,,,,17681
A58 Lite{32+2} Itel.,BEST PRICE SHOP,"KSh 8,050","KSh 8,100",0 pieces,Single,,,,18385
A58 Oppo 128/6,BEST PRICE SHOP,"KSh 22,700","KSh 23,200",2 pieces,Single,SMART PHONES,OPPO,,27553
A58 Oppo 128/8,BEST PRICE SHOP,"KSh 26,300","KSh 27,000",2 pieces,Single,SMART PHONES,OPPO,,27554
A58 Pro{32+2},BEST PRICE SHOP,"KSh 8,280","KSh 8,350",1 pieces,Single,,,,17860
A6 Vifone,BEST PRICE SHOP,KSh 0,"KSh 1,150",-2 pieces,Single,,,,17612
A60 32/2 Itel 4G,BEST PRICE SHOP,"KSh 9,000","KSh 8,400",-2 pieces,Single,SMART PHONES,ITEL,,18443
A600 Bontale.,BEST PRICE SHOP,"KSh 1,550","KSh 1,600",0 pieces,Single,,,,18711
A601 Acefly.,BEST PRICE SHOP,KSh 830,KSh 860,0 pieces,Single,,,,18733
A602 Acefly,BEST PRICE SHOP,KSh 750,KSh 840,-1 pieces,Single,FEATURE PHONES,ACEFLY,,19364
A60S 128/4 Itel,BEST PRICE SHOP,"KSh 10,750","KSh 10,950",30 pieces,Single,SMART PHONES,ITEL,,24395
A60S 64/4 Itel,BEST PRICE SHOP,"KSh 9,150","KSh 9,600",46 pieces,Single,SMART PHONES,ITEL,,19804
A7+ Atouch,BEST PRICE SHOP,"KSh 5,500","KSh 6,000",0 pieces,Single,,,,18441
A70 128/3 Itel,BEST PRICE SHOP,"KSh 10,400","KSh 10,500",23 pieces,Single,SMART PHONES,ITEL,,25162
A70 256/4 Itel,BEST PRICE SHOP,"KSh 12,000","KSh 12,200",7 pieces,Single,SMART PHONES,ITEL,,32933
A71 Core Calus.,BEST PRICE SHOP,"KSh 4,000","KSh 4,200",-4 pieces,Single,,,,18502
A72 Core Calus.,BEST PRICE SHOP,"KSh 4,000","KSh 4,200",0 Pieces,Single,FEATURE PHONES,CALUS,,19091
A73{128+8}5G Samsung.,BEST PRICE SHOP,"KSh 52,700","KSh 54,000",0 pieces,Single,,,,18015
A75 Core Calus,BEST PRICE SHOP,"KSh 4,000","KSh 4,200",0 Pieces,Single,FEATURE PHONES,CALUS,,19090
A76{128+6}Oppo,BEST PRICE SHOP,"KSh 24,650","KSh 25,250",0 pieces,Single,,,,17942
A95[128+8] Oppo,BEST PRICE SHOP,"KSh 29,700","KSh 30,700",0 pieces,Single,,,,17554
A96{256+8} Oppo.,BEST PRICE SHOP,"KSh 32,600","KSh 33,000",0 pieces,Single,,,,17943
A9601 Acefly.,BEST PRICE SHOP,"KSh 1,300","KSh 1,350",0 pieces,Single,FEATURE PHONES,ACEFLY,,18662
A9602 Acefly.,BEST PRICE SHOP,"KSh 1,150","KSh 1,200",0 pieces,Single,,,,18663
A9603 Acefly,BEST PRICE SHOP,"KSh 1,100","KSh 1,150",4 pieces,Single,,,,18664
A98 Oppo 256/8,BEST PRICE SHOP,"KSh 40,000","KSh 41,000",1 pieces,Single,SMART PHONES,OPPO,,27555
Ac100 Acefly.,BEST PRICE SHOP,KSh 820,KSh 850,0 pieces,Single,,,,18668
AC8 Phantom 10{256+8},BEST PRICE SHOP,"KSh 46,500","KSh 50,000",2 pieces,Single,,,,18152
AC8[256+8] Phantom X,BEST PRICE SHOP,"KSh 42,020","KSh 46,000",0 pieces,Single,,,,17420
AD10 256/12 Phantom V Fold,BEST PRICE SHOP,"KSh 124,000","KSh 129,000",1 pieces,Single,SMART PHONES,TECNO,,22518
AD10 512/12 Phantom V Fold,BEST PRICE SHOP,"KSh 136,000","KSh 141,000",1 pieces,Single,SMART PHONES,TECNO,,22519
AD11 256/8 Phantom V Flip,BEST PRICE SHOP,"KSh 87,000","KSh 90,000",1 pieces,Single,SMART PHONES,TECNO,,27678
AD8 {256+8} Phantom X2,BEST PRICE SHOP,"KSh 62,000","KSh 64,000",0 pieces,Single,SMART PHONES,TECNO,,18359
AD9 {256+12},BEST PRICE SHOP,"KSh 83,500","KSh 87,000",2 pieces,Single,SMART PHONES,TECNO,,18360
Adaptor 25W Type C 3 Pin.,BEST PRICE SHOP,"KSh 1,100","KSh 1,300",-1 pieces,Single,,,,18581
Afk 111 Dispenser Ailyons.,BEST PRICE SHOP,"KSh 3,528","KSh 4,000",1 pieces,Single,,,,18309
Afk 112 Dispenser Ailyons,BEST PRICE SHOP,"KSh 6,370","KSh 6,800",0 pieces,Single,,,,18308
Ailing Dc301A,BEST PRICE SHOP,"KSh 3,822","KSh 4,100",0 pieces,Single,,,,17390
Ailing Uf Dc33G,BEST PRICE SHOP,"KSh 3,969","KSh 4,200",0 pieces,Single,,,,17015
Ailyons 2507,BEST PRICE SHOP,KSh 0,"KSh 2,300",0 pieces,Single,,,,17218
Ailyons 2511,BEST PRICE SHOP,KSh 0,"KSh 2,400",0 pieces,Single,,,,17008
Ailyons Iron Box,BEST PRICE SHOP,KSh 715,KSh 800,0 pieces,Single,,,,17045
Amaya Bt19 Charger,BEST PRICE SHOP,KSh 84,KSh 105,-8 pieces,Single,ACCESSORIES,AMAYA,,16936
Amaya Earphone,BEST PRICE SHOP,KSh 0,KSh 80,0 pieces,Single,,,,17433
Amaya Y-003,BEST PRICE SHOP,KSh 520,KSh 550,0 pieces,Single,,,,17767
Amaya Y-005/004,BEST PRICE SHOP,KSh 600,KSh 650,0 pieces,Single,,,,17756
Amazon Fast Charger,BEST PRICE SHOP,KSh 130,KSh 160,0 pieces,Single,,,,17002
Amplifier 326BT,BEST PRICE SHOP,"KSh 1,250","KSh 1,300",1 pieces,Single,,,,17254
AW 310 Aiwa Microphone,BEST PRICE SHOP,KSh 0,"KSh 2,100",0 pieces,Single,,,,17546
AZAM,BEST PRICE SHOP,"KSh 3,100","KSh 3,300",50 pieces,Single,SATELITE,AZAM,,24152
B1C Pop 2f Tecno.,BEST PRICE SHOP,"KSh 6,000","KSh 7,400",0 pieces,Single,SMART PHONES,TECNO,,16966
B311E Momofly,BEST PRICE SHOP,KSh 740,KSh 770,4 pieces,Single,,,,18452
B3310 Momofly.,BEST PRICE SHOP,KSh 720,KSh 750,0 pieces,Single,,,,18304
B90 Sanyi,BEST PRICE SHOP,"KSh 3,529","KSh 4,300",14 pieces,Single,,,,17775
Balding B,BEST PRICE SHOP,"KSh 2,000","KSh 2,200",0 pieces,Single,,,,17202
Balding S,BEST PRICE SHOP,"KSh 1,900","KSh 2,000",0 pieces,Single,,,,17203
Bass EARPHONES,BEST PRICE SHOP,KSh 0,KSh 80,0 pieces,Single,,,,17545
Battery Acid Bottled,BEST PRICE SHOP,KSh 84,KSh 100,368 pieces,Single,,CHLORIDE,,17291
Battery Clips,BEST PRICE SHOP,KSh 40,KSh 50,0 pieces,Single,,,,17429
Battery Water,BEST PRICE SHOP,KSh 58,KSh 70,554 pieces,Single,,,,17233
Bavin Pc600,BEST PRICE SHOP,KSh 0,KSh 420,0 pieces,Single,,,,16914
Bavin Pc635,BEST PRICE SHOP,KSh 0,KSh 410,0 pieces,Single,,,,16947
Bavin Pc683,BEST PRICE SHOP,KSh 0,KSh 370,0 pieces,Single,,,,17224
BB2 [16+1] Pop 3 Tecno,BEST PRICE SHOP,"KSh 7,115","KSh 7,700",0 pieces,Single,,,,16967
BC3 Pop 4 Pro,BEST PRICE SHOP,"KSh 8,500","KSh 8,950",0 pieces,Single,,,,16908
BD 555 Dispenser Vitrone,BEST PRICE SHOP,"KSh 8,300","KSh 9,000",2 pieces,Single,,,,18437
BD 566-A Dispenser Vitrone.,BEST PRICE SHOP,"KSh 8,000","KSh 9,000",3 pieces,Single,,,,18436
BD2 [16+1] Pop 5,BEST PRICE SHOP,"KSh 7,665","KSh 8,400",0 pieces,Single,,,,17183
BD2D [32+2] Pop 5 Tecno,BEST PRICE SHOP,"KSh 8,500","KSh 9,000",0 pieces,Single,,,,17269
BD3 [32+2] Pop 5p Tecno,BEST PRICE SHOP,"KSh 9,950","KSh 10,150",0 pieces,Single,,,,16916
Bd4h{32+2} Pop 5 Pro.,BEST PRICE SHOP,"KSh 9,600","KSh 9,800",0 pieces,Single,,,,17959
Bd4j[32+2] Pop 5 Pro Tecno,BEST PRICE SHOP,"KSh 9,600","KSh 9,800",1 pieces,Single,,,,17620
BDI[16+1] Pop 5Go Tecno,BEST PRICE SHOP,"KSh 6,900","KSh 7,400",0 pieces,Single,,,,17421
BE6{16+1} Pop 6 Go,BEST PRICE SHOP,"KSh 8,050","KSh 8,500",2 pieces,Single,,,,17968
BE6{32+2} Pop 6 Go Tecno,BEST PRICE SHOP,"KSh 8,700","KSh 10,000",0 pieces,Single,,,,17889
BE6J{32+2} Pop 6Go.,BEST PRICE SHOP,"KSh 9,150","KSh 10,500",2 pieces,Single,,,,17947
BE7{32+2} Pop 6 Tecno,BEST PRICE SHOP,"KSh 8,600","KSh 9,500",0 pieces,Single,,,,17890
Be8{32+2} Pop 6 Pro,BEST PRICE SHOP,"KSh 9,800","KSh 10,000",5 pieces,Single,,,,18115
Bed Switch,BEST PRICE SHOP,KSh 75,KSh 95,22 pieces,Single,,,,17098
Better 10 Kgtel,BEST PRICE SHOP,"KSh 4,600","KSh 4,600",0 pieces,Single,,,,17556
Better 20,BEST PRICE SHOP,"KSh 4,950","KSh 5,150",1 pieces,Single,,,,17346
BF6 64/2 Tecno Not for selling,CARLCARE,"KSh 11,250","KSh 12,000",0 pieces,Single,FEATURE PHONES,TECNO,,23075
BF6{64+2} Pop 7 Tecno.,BEST PRICE SHOP,"KSh 10,950","KSh 11,150",15 pieces,Single,SMART PHONES,TECNO,,18446
Bf7 {64+4} Spark Go 2023. Not for selling,BEST PRICE SHOP,"KSh 11,552","KSh 13,000",0 pieces,Single,,,,18515
BF7 64/3 Tecno Not for selling,CARLCARE,"KSh 11,950","KSh 12,500",1 pieces,Single,FEATURE PHONES,TECNO,,23074
BF7 64/4 Tecno Not for selling,CARLCARE,"KSh 12,400","KSh 12,900",1 pieces,Single,SMART PHONES,TECNO,,23072
BF7{64+3} Pop 7 Pro,BEST PRICE SHOP,"KSh 11,950","KSh 12,150",13 pieces,Single,SMART PHONES,TECNO,,18343
BF7{64+4} Pop 7 Pro Tecno.,BEST PRICE SHOP,"KSh 12,400","KSh 12,600",13 pieces,Single,SMART PHONES,TECNO,,18450
Bg6 64/3 Pop 8,BEST PRICE SHOP,"KSh 11,500","KSh 12,100",4 pieces,Single,SMART PHONES,TECNO,,25708
Black Extension,BEST PRICE SHOP,KSh 90,KSh 105,0 pieces,Single,,,,17136
Black Heater,BEST PRICE SHOP,KSh 140,KSh 180,0 pieces,Single,,,,17335
Blender 201 Ailyons.,BEST PRICE SHOP,"KSh 1,500","KSh 1,800",49 pieces,Single,BLENDERS,AILYONS,,18599
Blender 205 Ailyons.,BEST PRICE SHOP,"KSh 1,500","KSh 1,800",56 pieces,Single,BLENDERS,AILYONS,,18600
Blender Alyons Not for selling,BEST PRICE SHOP,"KSh 1,667","KSh 1,850",22 pieces,Single,BLENDERS,AILYONS,,17601
Blender B128 Sathiya,BEST PRICE SHOP,KSh 0,"KSh 1,570",0 pieces,Single,BLENDERS,SATHIYA,,17146
Blender Sathiya,BEST PRICE SHOP,"KSh 1,777","KSh 1,850",2 pieces,Single,BLENDERS,SATHIYA,,17840
Blender Tagwood S2,BEST PRICE SHOP,"KSh 1,800","KSh 1,850",4 pieces,Single,BLENDERS,TAGWOOD,,21861
Bluetooth Headseats,BEST PRICE SHOP,KSh 90,KSh 120,8 pieces,Single,ACCESSORIES,,,17000
Bm10 Calus.,BEST PRICE SHOP,KSh 650,KSh 680,1 pieces,Single,,,,18408
Boom 600 Bontale,BEST PRICE SHOP,"KSh 1,600","KSh 1,650",0 pieces,Single,,,,16884
Bulb Holder,BEST PRICE SHOP,KSh 48,KSh 60,164 pieces,Single,,,,17985
bulbs Led,BEST PRICE SHOP,KSh 0,KSh 30,0 pieces,Single,,,,17234
Bulbs Led,BEST PRICE SHOP,KSh 0,KSh 40,0 pieces,Single,,,,17235
C Flip4 Calus,BEST PRICE SHOP,"KSh 2,250","KSh 2,300",13 pieces,Single,FEATURE PHONES,CALUS,,22924
C To C FCA-C6,BEST PRICE SHOP,KSh 150,KSh 200,44 pieces,Single,ACCESSORIES,FLAME,,22555
C1 Nokia Refab,BEST PRICE SHOP,KSh 700,KSh 750,0 pieces,Single,,,,18028
C1 Taishen,BEST PRICE SHOP,"KSh 4,600","KSh 4,800",16 pieces,Single,FEATURE PHONES,TAISHEN,,22319
C1 Type C Flame.,BEST PRICE SHOP,KSh 228,KSh 300,386 pieces,Single,,,,18405
C1+[16+1] Nokia,BEST PRICE SHOP,"KSh 6,500","KSh 6,700",3 pieces,Single,,,,17359
C10 [32+2]Nokia.,BEST PRICE SHOP,"KSh 8,550","KSh 8,850",0 pieces,Single,,,,17940
C10[32+1] Nokia,BEST PRICE SHOP,"KSh 8,550","KSh 8,750",0 pieces,Single,,,,17360
C1000 Calus.,BEST PRICE SHOP,KSh 980,"KSh 1,030",0 pieces,Single,FEATURE PHONES,CALUS,,18288
C1000 Pro Calus,BEST PRICE SHOP,"KSh 1,300","KSh 1,350",0 pieces,Single,FEATURE PHONES,CALUS,,21481
C101 Corn,BEST PRICE SHOP,KSh 850,KSh 880,-1 pieces,Single,FEATURE PHONES,CORN,,19413
C102 Corn,BEST PRICE SHOP,KSh 850,KSh 880,26 pieces,Single,FEATURE PHONES,CORN,,19414
C103 Corn,BEST PRICE SHOP,KSh 850,KSh 880,16 pieces,Single,FEATURE PHONES,CORN,,19412
C105 Corn.,BEST PRICE SHOP,KSh 820,KSh 880,25 pieces,Single,FEATURE PHONES,CORN,,18564
C105 Max Calus Pad,BEST PRICE SHOP,"KSh 8,500","KSh 9,000",0 pieces,Single,FEATURE PHONES,CALUS,,28396
C11 2021[32+2] Real me,BEST PRICE SHOP,"KSh 11,800","KSh 12,100",0 pieces,Single,,,,17380
C110 Corn.,BEST PRICE SHOP,KSh 820,KSh 880,3 pieces,Single,FEATURE PHONES,CORN,,18565
C12 Nokia {64+2},BEST PRICE SHOP,"KSh 10,250","KSh 10,600",3 pieces,Single,,,,18420
C125 Corn.,BEST PRICE SHOP,KSh 850,KSh 880,1 pieces,Single,FEATURE PHONES,CORN,,18563
C12X Cctv Calus.,BEST PRICE SHOP,"KSh 1,500","KSh 1,600",2 pieces,Single,,,,18612
C14 Slim Calus.,BEST PRICE SHOP,"KSh 1,560","KSh 1,650",0 pieces,Single,FEATURE PHONES,CALUS,,19238
C15,BEST PRICE SHOP,KSh 900,KSh 950,4 pieces,Single,,,,17569
C150 Corn,BEST PRICE SHOP,KSh 850,KSh 880,15 pieces,Single,,,,18566
C16{128+4} Camon 19.,BEST PRICE SHOP,"KSh 22,200","KSh 24,000",11 pieces,Single,,,,17949
C16{128+6} Camon 19 Tecno.,BEST PRICE SHOP,"KSh 22,800","KSh 24,200",20 pieces,Single,FEATURE PHONES,TECNO,,17960
C17N{256+8}5G Camon 19,BEST PRICE SHOP,"KSh 37,800","KSh 41,300",2 pieces,Single,,,,18017
C18{256+8} Camon 19 Pro Tecno.,BEST PRICE SHOP,"KSh 31,500","KSh 34,300",0 pieces,Single,,,,17973
C19 pro Calus Tablet,BEST PRICE SHOP,"KSh 9,000","KSh 9,400",0 pieces,Single,SMART PHONES,CALUS,,28358
C19 Radio,BEST PRICE SHOP,KSh 880,KSh 950,-1 pieces,Single,,,,17870
C2 Taishen,BEST PRICE SHOP,"KSh 4,600","KSh 4,800",11 pieces,Single,FEATURE PHONES,TAISHEN,,22320
C20[32+2] Nokia,BEST PRICE SHOP,"KSh 9,200","KSh 9,400",0 pieces,Single,,,,17361
C2163 Ctel.,BEST PRICE SHOP,KSh 775,KSh 820,"5,819 pieces",Single,FEATURE PHONES,,,21510
C2171 Calus,BEST PRICE SHOP,KSh 800,KSh 840,1 pieces,Single,FEATURE PHONES,CALUS,,18302
C2173 Calus,BEST PRICE SHOP,KSh 730,KSh 770,-1 pieces,Single,FEATURE PHONES,CALUS,,18303
C21Y [3+32] Realme,BEST PRICE SHOP,"KSh 11,200","KSh 11,500",0 pieces,Single,,,,17573
C22 Slim Calus,BEST PRICE SHOP,"KSh 1,560","KSh 1,650",0 pieces,Single,FEATURE PHONES,CALUS,,19239
C22N Type C Cables Itel,BEST PRICE SHOP,KSh 95,KSh 120,867 pieces,Single,USB,ITEL,,28166
C2351 Calus.,BEST PRICE SHOP,KSh 770,KSh 810,0 pieces,Single,,,,18459
C301 Calus,BEST PRICE SHOP,KSh 830,KSh 870,-1 pieces,Single,,,,18268
C305 Calus,BEST PRICE SHOP,KSh 780,KSh 820,0 pieces,Single,,,,18252
C306 Calus.,BEST PRICE SHOP,KSh 780,KSh 820,0 pieces,Single,FEATURE PHONES,CALUS,,18656
C307 Calus,BEST PRICE SHOP,KSh 770,KSh 810,0 pieces,Single,FEATURE PHONES,CALUS,,22272
C308 Calus,BEST PRICE SHOP,KSh 770,KSh 810,0 pieces,Single,FEATURE PHONES,CALUS,,33026
C309 Calus,BEST PRICE SHOP,KSh 780,KSh 820,0 pieces,Single,FEATURE PHONES,CALUS,,27580
C30s {32+2} Realme.,BEST PRICE SHOP,"KSh 10,500","KSh 10,800",2 pieces,Single,SMART PHONES,REALME,,18206
C30S {64+3} Realme.,BEST PRICE SHOP,"KSh 11,500","KSh 11,800",1 pieces,Single,SMART PHONES,REALME,,18555
C30S {64+4} Realme.,BEST PRICE SHOP,"KSh 13,120","KSh 13,800",0 pieces,Single,,,,18384
C310E,BEST PRICE SHOP,KSh 730,KSh 770,3 pieces,Single,FEATURE PHONES,CALUS,,25655
C3260 Calus,BEST PRICE SHOP,KSh 850,KSh 890,1 pieces,Single,FEATURE PHONES,CALUS,,27582
C3308 Calus,BEST PRICE SHOP,"KSh 1,150","KSh 1,250",3 pieces,Single,,,,18170
C3310 Calus,BEST PRICE SHOP,KSh 800,KSh 840,0 pieces,Single,,,,18306
C351 Calus.,BEST PRICE SHOP,KSh 830,KSh 860,0 pieces,Single,,,,18269
C3510 Calus,BEST PRICE SHOP,KSh 860,KSh 900,-5 pieces,Single,FEATURE PHONES,CALUS,,28392
C3520 Calus,BEST PRICE SHOP,KSh 860,KSh 900,-8 pieces,Single,FEATURE PHONES,CALUS,,28393
C3521 Kgtel,BEST PRICE SHOP,"KSh 1,650","KSh 1,700",0 pieces,Single,FEATURE PHONES,KGTEL,,17117
C3530 Calus,BEST PRICE SHOP,KSh 860,KSh 900,-6 pieces,Single,FEATURE PHONES,CALUS,,28394
C3540 Caus,BEST PRICE SHOP,KSh 860,KSh 900,-2 pieces,Single,FEATURE PHONES,CALUS,,28395
C3710 Calus,BEST PRICE SHOP,KSh 860,KSh 900,-15 pieces,Single,FEATURE PHONES,CALUS,,23446
C3730 Calus,BEST PRICE SHOP,KSh 850,KSh 890,0 pieces,Single,FEATURE PHONES,CALUS,,25656
C3740 Calus,BEST PRICE SHOP,KSh 860,KSh 900,0 pieces,Single,FEATURE PHONES,CALUS,,27589
C3751 Calus,BEST PRICE SHOP,KSh 830,KSh 870,0 pieces,Single,FEATURE PHONES,CALUS,,18327
C3752 Calus.,BEST PRICE SHOP,KSh 830,KSh 870,0 pieces,Single,FEATURE PHONES,CALUS,,18464
C3753 Calus.,BEST PRICE SHOP,KSh 830,KSh 870,-19 pieces,Single,,,,18735
C3754 Calus,BEST PRICE SHOP,KSh 820,KSh 860,0 pieces,Single,FEATURE PHONES,CALUS,,19418
C3830,BEST PRICE SHOP,KSh 830,KSh 870,2 pieces,Single,,,,18463
C3850 Calus,BEST PRICE SHOP,KSh 830,KSh 870,2 pieces,Single,FEATURE PHONES,CALUS,,18272
C3860 Calus,BEST PRICE SHOP,KSh 850,KSh 900,0 pieces,Single,,,,18165
C3870 Calus.,BEST PRICE SHOP,KSh 840,KSh 870,0 pieces,Single,,,,18164
C3881 Calus.,BEST PRICE SHOP,KSh 830,KSh 870,0 pieces,Single,FEATURE PHONES,CALUS,,18720
C3882 Calus.,BEST PRICE SHOP,KSh 830,KSh 870,0 pieces,Single,,,,18721
C3883 Calus,BEST PRICE SHOP,KSh 830,KSh 870,0 pieces,Single,FEATURE PHONES,CALUS,,23447
C3884 Calus,BEST PRICE SHOP,KSh 830,KSh 870,-20 pieces,Single,FEATURE PHONES,CALUS,,24994
C3890 Calus,BEST PRICE SHOP,KSh 830,KSh 870,-2 pieces,Single,FEATURE PHONES,CALUS,,27564
C3910L Calus.,BEST PRICE SHOP,KSh 860,KSh 900,0 pieces,Single,,,,18661
C3930L Calus,BEST PRICE SHOP,KSh 860,KSh 900,2 pieces,Single,,,,18544
C4 Bontale.,BEST PRICE SHOP,"KSh 1,500","KSh 1,550",0 pieces,Single,,,,18712
C475S Calus,BEST PRICE SHOP,KSh 860,KSh 900,3 pieces,Single,,,,18457
C481 Calus.,BEST PRICE SHOP,"KSh 1,250","KSh 1,300",0 pieces,Single,,,,18409
C482 Calus,BEST PRICE SHOP,"KSh 1,200","KSh 1,300",0 pieces,Single,,,,18185
C485 Calus,BEST PRICE SHOP,"KSh 1,220","KSh 1,270",0 pieces,Single,FEATURE PHONES,CALUS,,18715
C5 Bundy.,BEST PRICE SHOP,KSh 900,KSh 950,0 pieces,Single,,,,18594
C501 Corn,BEST PRICE SHOP,KSh 920,"KSh 1,000",-11 pieces,Single,FEATURE PHONES,CORN,,19415
C502 Corn.,BEST PRICE SHOP,KSh 950,"KSh 1,000",29 pieces,Single,FEATURE PHONES,CORN,,19416
C503 Corn,BEST PRICE SHOP,KSh 950,"KSh 1,000",9 pieces,Single,FEATURE PHONES,CORN,,25636
C5203 Calus.,BEST PRICE SHOP,KSh 830,KSh 870,0 pieces,Single,,,,18163
C5205 Calus.,BEST PRICE SHOP,KSh 830,KSh 860,0 pieces,Single,,,,18458
C5206 Calus.,BEST PRICE SHOP,KSh 850,KSh 900,2 pieces,Single,,,,18529
C5260/2160/2163 Caosuu.,BEST PRICE SHOP,KSh 880,KSh 910,2 pieces,Single,,,,17994
C528 Calus,BEST PRICE SHOP,"KSh 1,000","KSh 1,050",722 pieces,Single,FEATURE PHONES,CALUS,,18348
C5606 Calus.,BEST PRICE SHOP,KSh 830,KSh 870,0 pieces,Single,FEATURE PHONES,CALUS,,18167
C5616 Calus,BEST PRICE SHOP,KSh 830,KSh 870,1 pieces,Single,FEATURE PHONES,CALUS,,18604
C5621 Calus.,BEST PRICE SHOP,"KSh 1,100","KSh 1,150",0 pieces,Single,FEATURE PHONES,CALUS,,18166
C5621S Calus,BEST PRICE SHOP,KSh 920,KSh 950,0 pieces,Single,,,,18250
C5626 Calus Not for selling,BEST PRICE SHOP,"KSh 1,200","KSh 1,250",-5 pieces,Single,,,,18169
C5626T Calus,BEST PRICE SHOP,"KSh 1,200","KSh 1,250",32 pieces,Single,FEATURE PHONES,CALUS,,18381
C5850 Calus,BEST PRICE SHOP,"KSh 1,120","KSh 1,170",1 pieces,Single,,,,18321
C5860 Calus,BEST PRICE SHOP,"KSh 1,120","KSh 1,170",1 pieces,Single,,,,18442
C5870 Calus.,BEST PRICE SHOP,"KSh 1,120","KSh 1,170",0 pieces,Single,,,,18444
C5890 Calus.,BEST PRICE SHOP,"KSh 1,110","KSh 1,170",0 pieces,Single,,,,18445
C60000 Calus,BEST PRICE SHOP,"KSh 1,850","KSh 1,900",0 pieces,Single,FEATURE PHONES,CALUS,,19237
C6010 Calus.,BEST PRICE SHOP,"KSh 1,220","KSh 1,270",0 pieces,Single,FEATURE PHONES,CALUS,,18718
C6020 Calus.,BEST PRICE SHOP,"KSh 1,220","KSh 1,270",4 pieces,Single,FEATURE PHONES,CALUS,,18717
C6030 Calus.,BEST PRICE SHOP,"KSh 1,220","KSh 1,270",-5 pieces,Single,FEATURE PHONES,CALUS,,18719
C682 Calus,BEST PRICE SHOP,"KSh 1,030","KSh 1,100",0 pieces,Single,,,,18168
C683 Calus,BEST PRICE SHOP,"KSh 1,020","KSh 1,070",1 pieces,Single,,,,18188
C684 Calus,BEST PRICE SHOP,"KSh 1,050","KSh 1,150",0 pieces,Single,,,,18187
